year,std_name,user_id,user_centroid_lat,user_centroid_lon,user_area,user_cropland,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi
2002,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2003,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2004,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2005,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2006,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2007,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2008,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.91219515,.91219515,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.91219515,.91219515,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2009,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.91219515,.91219515,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.91219515,.91219515,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2010,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,115.5,0
2011,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,101,0
2012,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,102.1,0
2013,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.96341461,.96341461,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.96341461,.96341461,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,93.199997,0
2014,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.64024389,.64024389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.64024389,.64024389,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2015,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.64024389,.64024389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.64024389,.64024389,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2016,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2017,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2018,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2019,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2020,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.92682928,.92682928,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.92682928,.92682928,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2021,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.64024389,.64024389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.64024389,.64024389,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2022,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,.15365854,.15365854,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,.15365854,.15365854,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2023,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2024,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,0,0,0,0,0,0,205,205,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
2025,"HALE, JUDITH A. & MARKS, ALICE K.",4592,39.1396934099,-121.933429041,.266652533162,.2424921768201165,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,205,205,0,1,1,0,0,0,0,0,0,0,0,0,0,39.142033,-121.93285,1917,1917,1917,1917,,
1981,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1982,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1983,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1984,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1985,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1986,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1987,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1988,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1989,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1990,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1991,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1992,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1993,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1994,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1995,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1996,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1997,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1998,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1999,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2000,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2001,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2002,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2003,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2004,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2005,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2006,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2007,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2008,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2009,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2010,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,40443,0
2011,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,50044,0
2012,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,56481,0
2013,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,46257,0
2014,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2015,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2016,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2017,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2018,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2019,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2020,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2021,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2022,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2023,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2024,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,45655.301,45655.301,0,45655.301,45655.301,0,45655.301,45655.301,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
2025,HALLWOOD I.C.,4593,39.1974934147,-121.531207309,47.0236839672,39.71279636656723,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45655.301,45655.301,0,39.2094,-121.4446,1909,1942,1911.4183,1909,,
1981,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1982,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1983,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1984,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1985,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1986,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1987,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1988,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
1989,HAPPY CAMP C.S.D.,4598,41.7953097628,-123.385153577,24.2804936014,.0170858571033497,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,764.70001,0,764.70001,41.775959,-123.38363,1935,1942,1939.3127,1942,,
