year,std_name,user_id,huc8,vol_deliv_cy,vol_deliv_wy,vol_maximum,swp_deliveries,swp_maxvol,swp_basemax,cvp_deliveries_cy,cvp_deliveries_wy,cvp_maxvol,loco_maxvol,loco_deliveries,rights_avgdivert,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol_ag,swp_maxvol_mi,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi,user_centroid_lon,user_centroid_lat,user_area,huc8_area,huc8_pctcrop
1985,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1985,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1986,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1986,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1987,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1987,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1988,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1988,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1989,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1989,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1990,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1990,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1991,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1991,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1992,BELLA VISTA W.D.,3669,18020151,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1992,BELLA VISTA W.D.,3669,18020152,,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1993,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1993,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1994,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.469017,.34999999,.75,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.469017,.34999999,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1994,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.469017,.34999999,.75,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.469017,.34999999,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1995,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.98512286,1,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.98512286,1,.94999999,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1995,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.98512286,1,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.98512286,1,.94999999,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1996,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1996,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1997,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.91487712,.89999998,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.91487712,.89999998,.94999999,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1997,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.91487712,.89999998,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.91487712,.89999998,.94999999,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1998,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1998,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
1999,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.98512286,1,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.98512286,1,.94999999,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
1999,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.98512286,1,.94999999,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.98512286,1,.94999999,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2000,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2000,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2001,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.67438567,.60000002,.84999996,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.67438567,.60000002,.84999996,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2001,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.67438567,.60000002,.84999996,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.67438567,.60000002,.84999996,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2002,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2002,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2003,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2003,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2004,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2004,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2005,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2005,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2006,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2006,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2007,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2007,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2008,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.5041399,.40000001,.75,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.5041399,.40000001,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2008,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.5041399,.40000001,.75,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.5041399,.40000001,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2009,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.5041399,.40000001,.75,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.5041399,.40000001,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2009,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.5041399,.40000001,.75,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.5041399,.40000001,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2010,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2010,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2011,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2011,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2012,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2012,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2013,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.82438564,.75,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.82438564,.75,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2013,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.82438564,.75,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.82438564,.75,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2014,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.14877126,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.14877126,0,.5,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2014,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.14877126,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.14877126,0,.5,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2015,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.074385628,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.074385628,0,.25,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2015,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.074385628,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.074385628,0,.25,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2016,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2016,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2017,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2017,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2018,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2018,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2019,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2019,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2020,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.57438564,.5,.75,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.57438564,.5,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2020,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.57438564,.5,.75,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.57438564,.5,.75,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2021,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.074385628,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.074385628,0,.25,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2021,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.074385628,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.074385628,0,.25,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2022,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,.014877126,0,.050000001,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,.014877126,0,.050000001,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2022,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,.014877126,0,.050000001,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,.014877126,0,.050000001,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
2023,BELLA VISTA W.D.,3669,18020151,0,0,18653.303,0,0,0,0,0,18653.303,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13692.251,4961.0522,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1272.30757685,.0033859031900001
2023,BELLA VISTA W.D.,3669,18020152,0,0,5924.6963,0,0,0,0,0,5924.6963,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3572.7488,2351.9478,1,1,1,0,0,0,0,0,0,,,,,,,,,-122.278931939,40.6205164754,139.325258058,1106.48822376,.0006665642399999
